# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = BIOCARTA_PLATELETAPP_PATHWAY (set)
# _SET1_  NGENES = 11
# _SET1_  P-VALUE = 6.49695e-08
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET22_   ENSG00000089902    14  103058998  103196913    369      19  275904       3.5659    3.722e-05   -1.7764e-15       3.5659
_SET22_   ENSG00000092445    15   41849873   41871536     37       7  278698      0.89443      0.10304   -1.9984e-15      0.89443
_SET22_   ENSG00000167004    15   44038590   44065477     20       6  268252      -1.4077      0.87157   -1.9984e-15      -1.4077
_SET22_   ENSG00000166710    15   45003675   45011075     14       5  279137     0.014205      0.38424   -1.9585e-15     0.014205
_SET22_   ENSG00000137872    15   47476298   48066420   1526      60  280517      0.28955      0.21874   -1.9429e-15      0.28955
_SET22_   ENSG00000182718    15   60639333   60695082    156      25  283318     -0.79882      0.63775   -1.9984e-15     -0.79882
_SET22_   ENSG00000197361    15   63889552   63894627      6       3  288187     -0.67637      0.65654   -1.9984e-15     -0.67637
_SET22_   ENSG00000137868    15   74471807   74504608     58      13  281145      -1.7471      0.91313   -1.9984e-15      -1.7471
_SET22_   ENSG00000169410    15   75759462   75871630    133      18  273814     -0.74959      0.63759   -1.9984e-15     -0.74959
_SET22_   ENSG00000140367    15   76135622   76193419     85      14  279359     -0.62127        0.591   -1.9984e-15     -0.62127
_SET22_   ENSG00000140406    15   81293295   81296342      4       2  277191     -0.17634      0.49618   -1.9706e-15     -0.17634
_SET22_   ENSG00000140545    15   89441916   89456642     62      11  275513       0.3364      0.23526   -1.9429e-15       0.3364
_SET22_   ENSG00000140564    15   91411822   91426688     28       6  279216       6.9421   1.7308e-13   -1.7764e-15       6.9421
_SET22_   ENSG00000185551    15   96869167   96883492      9       3  279829       1.8044     0.019121   -1.9984e-15       1.8044
_SET22_   ENSG00000103375    16   25227052   25240261     64       6  275665      0.29186      0.27601   -1.9429e-15      0.29186
_SET22_   ENSG00000159461    16   56395364   56459450    174      16  275747       1.8781     0.011116   -1.9984e-15       1.8781
_SET22_   ENSG00000051108    16   56965960   56977798     29       6  278455      0.23039      0.28253   -1.9706e-15      0.23039
_SET22_   ENSG00000179776    16   66400533   66438686    114      18  281509      0.68045       0.1332   -1.9984e-15      0.68045
_SET22_   ENSG00000140836    16   72816784   73093597    672      87  278332     -0.33689      0.48658   -1.9429e-15     -0.33689
_SET22_   ENSG00000103160    16   84155886   84178797     70      13  277906     -0.16286      0.41092   -1.9706e-15     -0.16286
_SET22_   ENSG00000141753    17   38599702   38613983     34       7  279493      0.96953      0.09987   -1.9984e-15      0.96953
_SET22_   ENSG00000131477    17   40910465   40915059      6       1  274360     -0.84273      0.73348   -1.9984e-15     -0.84273
_SET22_   ENSG00000167080    17   47209822   47247351    121      22  275588       1.6216     0.021408   -1.9984e-15       1.6216
_SET22_   ENSG00000175155    17   57409050   57479090    150      19  275750      0.57243       0.1614   -1.9984e-15      0.57243
_SET22_   ENSG00000177303    17   73496342   73511664     34       8  274471      0.42829       0.2307   -1.9429e-15      0.42829
_SET22_   ENSG00000185624    17   79801035   79818570     40       3  279395     -0.15341      0.44856   -1.9706e-15     -0.15341
_SET22_   ENSG00000101680    18    6941743    7117813    602      99  276773      -1.5891      0.89147   -1.9984e-15      -1.5891
_SET22_   ENSG00000173482    18    7566780    8406859   2267     147  279947      -1.0788      0.76002   -1.9984e-15      -1.0788
_SET22_   ENSG00000141448    18   19749404   19782491     31      14  275260       3.4243   7.6153e-05   -1.7764e-15       3.4243
_SET22_   ENSG00000118271    18   29171689   29178974      9       3  287002    -0.014165      0.37816   -1.9585e-15    -0.014165
_SET22_   ENSG00000134775    18   33877677   34360018   1149      88  282200      0.58401      0.15479   -1.9984e-15      0.58401
_SET22_   ENSG00000130522    19   18390563   18392432      4       2  254495      0.72013      0.17266   -1.9984e-15      0.72013
_SET22_   ENSG00000101236    20    3907956    3996229    259      16  279155      -0.5592      0.55416   -1.9984e-15      -0.5592
_SET22_   ENSG00000125848    20   14303634   14318262     29       9  280277       0.6858      0.15346   -1.9984e-15       0.6858
_SET22_   ENSG00000125844    20   17594323   17662940    110      20  281796      0.90664     0.094225   -1.9984e-15      0.90664
_SET22_   ENSG00000178726    20   23026270   23030378      7       4  287797      -1.0763      0.77191   -1.9984e-15      -1.0763
_SET22_   ENSG00000101439    20   23608534   23619110     38       3  277448       -1.703      0.92119   -1.9984e-15       -1.703
_SET22_   ENSG00000124216    20   48599536   48605423      7       2  290543       1.0673     0.085064   -1.9984e-15       1.0673
_SET22_   ENSG00000087460    20   57414773   57486247    158      36  277709       0.5645      0.16648   -1.9984e-15       0.5645
_SET22_   ENSG00000101160    20   57570240   57582302     55       9  277130      0.22712      0.27188   -1.9706e-15      0.22712
_SET22_   ENSG00000142192    21   27252861   27543446    667      62  278060      -1.2861      0.80832   -1.9984e-15      -1.2861
_SET22_   ENSG00000156273    21   30566392   31003071    599      59  277376       1.6387     0.020555   -1.9984e-15       1.6387
_SET22_   ENSG00000099994    22   24577227   24585078     20       7  284409       1.0258     0.088322   -1.9984e-15       1.0258
_SET22_   ENSG00000100234    22   33197687   33259030    133      25  279806       1.6179     0.020751   -1.9984e-15       1.6179
_SET22_   ENSG00000128311    22   37406900   37415681     42       8  285354          2.6    0.0013049   -1.7764e-15          2.6
_SET22_   ENSG00000128283    22   37956454   37965412     18       6  283640       -1.284      0.82095   -1.9984e-15       -1.284
_SET22_   ENSG00000100196    22   38864067   38879452     34      14  275559       2.1409    0.0065188   -1.7764e-15       2.1409
_SET22_   ENSG00000188677    22   44395091   44568829    666     101  276096      0.37997      0.23133   -1.9429e-15      0.37997
