GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000171227	2	120187477	120196096	38	8	321813	0.38762	0.34915	TMEM37
ENSG00000080293	2	120197419	120282070	294	26	316954	-1.5284	0.93679	SCTR
ENSG00000163075	2	120302008	120419827	200	20	317987	1.1248	0.13034	PCDP1
ENSG00000144120	2	120436743	120444083	30	5	318147	1.0786	0.14038	TMEM177
ENSG00000088179	2	120517207	120741394	436	21	316911	0.43898	0.33034	PTPN4
ENSG00000115109	2	120770581	120936695	278	15	315094	0.76436	0.22233	EPB41L5
ENSG00000226479	2	120978854	120980984	6	3	321227	1.4361	0.075483	TMEM185B
ENSG00000144118	2	120997640	121052289	169	8	314782	0.8733	0.19125	RALB
ENSG00000163083	2	121103719	121109384	5	3	296407	0.23952	0.40535	INHBB
ENSG00000268194	2	121221911	121223697	4	2	323368	0.23634	0.40659	LINC01101
ENSG00000074047	2	121493199	121750229	529	84	318980	-0.29556	0.61622	GLI2
ENSG00000115112	2	121974163	122042783	140	24	316950	-1.5125	0.93479	TFCP2L1
ENSG00000074054	2	122095352	122407163	429	14	319858	-0.62133	0.73281	CLASP1
ENSG00000155438	2	122484521	122494499	4	2	313778	0.50868	0.30549	NIFK
ENSG00000211460	2	122494679	122525429	28	6	318132	0.57981	0.28102	TSN
ENSG00000155052	2	124782864	125672864	2778	119	321577	-0.771	0.77965	CNTNAP5
ENSG00000136732	2	127413509	127454246	177	30	320465	0.42055	0.33704	GYPC
ENSG00000237524	2	127656472	127659673	12	3	328201	1.1163	0.13215	AC114783.1
ENSG00000136717	2	127805603	127864931	252	24	324640	2.0747	0.019009	BIN1
ENSG00000186684	2	127941696	127977654	123	16	321080	-0.78528	0.78386	CYP27C1
ENSG00000163161	2	128014866	128051752	95	18	318431	-1.2286	0.89038	ERCC3
ENSG00000169967	2	128056306	128146041	260	18	317310	-0.97975	0.83639	MAP3K2
ENSG00000115718	2	128176003	128186822	29	6	330807	-0.50657	0.69377	PROC
ENSG00000163166	2	128193783	128284462	168	22	322282	1.4721	0.070499	IWS1
ENSG00000169994	2	128293378	128395304	234	28	321182	1.4836	0.068957	MYO7B
ENSG00000072163	2	128395956	128439360	149	29	320897	0.28533	0.3877	LIMS2
ENSG00000144230	2	128403439	128410213	24	8	320680	0.56452	0.2862	GPR17
ENSG00000136709	2	128458596	128568761	237	28	320555	0.61474	0.26936	WDR33
ENSG00000173349	2	128458597	128461385	7	3	324703	0.78709	0.21562	SFT2D3
ENSG00000144231	2	128603840	128615731	39	7	321344	0.056168	0.4776	POLR2D
ENSG00000144233	2	128619204	128643496	31	7	314032	0.25318	0.40007	AMMECR1L
ENSG00000136715	2	128698791	128785694	114	18	318307	-2.2549	0.98793	SAP130
ENSG00000136731	2	128848774	128953251	201	15	317943	0.67315	0.25043	UGGT1
ENSG00000136720	2	128994290	129076151	243	43	323419	0.5951	0.27589	HS6ST1
ENSG00000222014	2	130737235	130740311	3	1	317077	-0.51229	0.69578	RAB6C
ENSG00000196604	2	130831108	130886795	52	4	280739	-0.38027	0.64813	POTEF
ENSG00000152076	2	130896860	130902707	18	3	307022	-0.28214	0.61108	CCDC74B
ENSG00000136699	2	130908981	130940323	49	3	316413	-0.29136	0.61461	SMPD4
ENSG00000152082	2	130939310	130948302	29	4	307317	-1.0942	0.86306	MZT2B
ENSG00000152086	2	130949318	130956034	12	2	297296	-0.99087	0.83913	TUBA3E
ENSG00000136710	2	131095814	131099922	4	2	319752	-0.31851	0.62495	CCDC115
ENSG00000136718	2	131099798	131105383	9	4	313173	-1.0493	0.85299	IMP4
ENSG00000072135	2	131113580	131132982	20	4	315996	-0.37932	0.64777	PTPN18
ENSG00000196834	2	131217028	131267239	7	3	287458	-0.8157	0.79266	POTEI
ENSG00000183292	2	131328402	131341734	2	1	276063	-1.2327	0.89115	AC140481.2
ENSG00000222038	2	131369054	131415664	18	8	290295	0.63666	0.26217	POTEJ
ENSG00000173302	2	131486643	131487909	2	1	306048	-0.22618	0.58947	GPR148
ENSG00000178171	2	131513008	131525707	10	6	309430	-0.6152	0.73079	AMER3
ENSG00000136002	2	131594489	131804836	358	38	315654	0.66284	0.25372	ARHGEF4
ENSG00000152102	2	131805449	131851033	43	8	320390	0.059605	0.47624	FAM168B
ENSG00000115762	2	131862420	132111282	203	24	305711	1.8176	0.034563	PLEKHB2
ENSG00000188219	2	131975882	132022965	11	5	290452	1.5981	0.055009	POTEE
ENSG00000178206	2	132044330	132050127	5	2	294230	2.1586	0.015441	CYP4F31P
ENSG00000173272	2	132222473	132250316	31	11	305737	-0.097744	0.53893	MZT2A
ENSG00000075886	2	132233666	132240507	7	2	300783	0.43351	0.33232	TUBA3D
ENSG00000163040	2	132285248	132291239	8	4	310668	-0.62283	0.7333	CCDC74A
ENSG00000197927	2	132479948	132524973	93	9	319080	-0.17287	0.56862	C2orf27A
ENSG00000186825	2	132552534	132559234	11	2	297439	-0.23452	0.59271	C2orf27B
ENSG00000163046	2	132905164	133015542	153	27	296088	-0.80412	0.78934	ANKRD30BL
ENSG00000183840	2	133174147	133404132	577	56	319490	-1.6067	0.94594	GPR39
ENSG00000150551	2	133402426	133429152	60	4	321225	-0.37175	0.64496	LYPD1
ENSG00000176771	2	133429374	134326034	2116	158	321246	-0.18176	0.57211	NCKAP5
ENSG00000269686	2	133874577	133876625	5	2	323727	-0.44004	0.67005	AC011755.1
ENSG00000152127	2	134877554	135212192	651	71	320038	-0.25773	0.60169	MGAT5
ENSG00000152128	2	135213330	135476570	452	42	320713	-1.253	0.8949	TMEM163
ENSG00000153086	2	135596117	135659604	44	8	315613	0.21657	0.41427	ACMSD
ENSG00000082258	2	135675805	135716912	40	7	317390	-0.083459	0.53326	CCNT2
ENSG00000176601	2	135722061	135805038	48	7	309506	-0.40531	0.65738	MAP3K19
ENSG00000115839	2	135809835	135933964	66	3	320504	-0.11097	0.54418	RAB3GAP1
ENSG00000121988	2	135894486	136288806	84	12	314751	-0.37733	0.64703	ZRANB3
ENSG00000048991	2	136289025	136482840	44	10	315484	-1.2099	0.88685	R3HDM1
ENSG00000144224	2	136499189	136542625	5	2	310566	-1.2101	0.88688	UBXN4
ENSG00000115850	2	136545410	136594750	10	4	313211	-2.6641	0.99614	LCT
ENSG00000076003	2	136597196	136633996	12	2	310771	-1.4508	0.92658	MCM6
ENSG00000115866	2	136664247	136743670	8	3	308661	-0.31807	0.62479	DARS
ENSG00000121966	2	136871919	136875735	5	3	322603	0.40758	0.34179	CXCR4
ENSG00000144229	2	137523115	138435287	2545	101	319053	-0.75829	0.77586	THSD7B
ENSG00000150540	2	138721590	138773930	92	8	319902	-0.754	0.77458	HNMT
ENSG00000144228	2	139259371	139331117	89	13	318579	-1.3275	0.90782	SPOPL
ENSG00000144227	2	139428342	139537918	289	40	320200	-0.78655	0.78423	NXPH2
ENSG00000168702	2	140988992	142889270	7741	233	320233	0.18458	0.42678	LRP1B
ENSG00000115919	2	143635067	143799890	370	29	321117	-1.3755	0.91552	KYNU
ENSG00000075884	2	143848931	144525921	1687	90	318945	1.1234	0.13063	ARHGAP15
ENSG00000121964	2	144695635	145090135	462	56	314914	0.65217	0.25715	GTDC1
ENSG00000169554	2	145141648	145282147	210	39	316384	2.4519	0.0071055	ZEB2
ENSG00000121989	2	148602086	148688393	112	12	318196	0.46725	0.32016	ACVR2A
ENSG00000115947	2	148687968	148779147	155	12	322067	-0.027403	0.51093	ORC4
ENSG00000204406	2	148778580	149275805	1148	40	317877	1.3089	0.09528	MBD5
ENSG00000135999	2	149402009	149545130	285	15	317963	0.68608	0.24633	EPC2
ENSG00000168280	2	149632819	149883273	120	29	319631	0.61853	0.26811	KIF5C
ENSG00000150556	2	149894621	150071776	559	33	323142	2.6411	0.0041322	LYPD6B
ENSG00000187123	2	150186499	150330662	226	36	321650	0.91616	0.17979	LYPD6
ENSG00000168288	2	150426148	150444330	23	7	321504	-0.36823	0.64365	MMADHC
ENSG00000115963	2	151324709	151395525	167	23	320458	-1.3089	0.90471	RND3
ENSG00000222031	2	151857734	151905288	157	21	320653	0.90597	0.18248	AC023469.1
ENSG00000184898	2	152104454	152118393	24	7	310861	0.0095583	0.49619	RBM43
ENSG00000123609	2	152126979	152146571	63	8	322677	0.72096	0.23547	NMI
ENSG00000123610	2	152214106	152236560	56	6	324539	0.62712	0.26529	TNFAIP6
ENSG00000080345	2	152266397	152364527	216	22	319161	-1.0119	0.8442	RIF1
ENSG00000183091	2	152341850	152591001	376	35	315561	-0.60066	0.72597	NEB
ENSG00000162980	2	152645498	152685006	58	13	317061	-0.81348	0.79203	ARL5A
ENSG00000182389	2	152689290	152955593	426	31	320170	0.28836	0.38653	CACNB4
ENSG00000115145	2	152973315	153032506	113	10	316393	1.6832	0.046167	STAM2
ENSG00000157827	2	153191751	153506348	848	57	320917	0.11795	0.45305	FMNL2
ENSG00000196504	2	153508107	153574511	164	16	320499	-0.42728	0.66541	PRPF40A
ENSG00000177917	2	153574407	153617767	103	14	318065	-0.25885	0.60213	ARL6IP6
ENSG00000177519	2	154333852	154335322	2	1	331657	1.1382	0.12751	RPRM
ENSG00000144278	2	154728426	155310361	1746	55	321725	0.98971	0.16116	GALNT13
ENSG00000162989	2	155554811	155714863	479	51	319075	0.67364	0.25027	KCNJ3
ENSG00000153234	2	157180944	157198860	12	6	294774	-0.7759	0.7811	NR4A2
ENSG00000115159	2	157291802	157470247	368	21	317407	0.015621	0.49377	GPD2
ENSG00000136542	2	158114110	158170723	68	12	318909	1.3197	0.093469	GALNT5
ENSG00000136541	2	158175137	158184225	8	3	315032	1.2779	0.10064	ERMN
ENSG00000115165	2	158271131	158345473	143	23	316408	0.79167	0.21428	CYTIP
ENSG00000123612	2	158383279	158485517	132	23	314798	-0.42278	0.66377	ACVR1C
ENSG00000115170	2	158592958	158732374	158	34	317533	0.12209	0.45142	ACVR1
ENSG00000007001	2	158733214	158992666	591	53	319530	0.72759	0.23343	UPP2
ENSG00000153237	2	159027593	159313265	1056	41	318272	-0.49934	0.69123	CCDC148
ENSG00000144283	2	159313476	159539391	598	19	321725	1.2302	0.10931	PKP4
ENSG00000163331	2	159651829	159719293	198	28	315667	0.41392	0.33947	DAPL1
ENSG00000115183	2	159825146	160089170	650	51	319056	-1.0939	0.863	TANC1
ENSG00000196151	2	160092304	160143310	103	11	317041	0.077933	0.46894	WDSUB1
ENSG00000123636	2	160175490	160473203	638	55	320158	0.91341	0.18051	BAZ2B
ENSG00000136536	2	160569000	160627538	209	15	319811	-0.0058499	0.50233	MARCH7
ENSG00000241399	2	160625364	160654753	95	13	317100	-0.29798	0.61714	CD302
ENSG00000248672	2	160628362	160761221	351	34	321338	-0.91472	0.81983	LY75-CD302
ENSG00000054219	2	160628362	160761260	351	34	321338	-0.91472	0.81983	LY75
ENSG00000153246	2	160788519	160919121	322	26	319923	0.0062186	0.49752	PLA2R1
ENSG00000115221	2	160956177	161128399	461	43	317411	0.089406	0.46438	ITGB6
ENSG00000153250	2	161128662	161350305	586	30	318322	1.2098	0.11318	RBMS1
ENSG00000136560	2	161993419	162092732	119	18	322426	1.8808	0.029998	TANK
ENSG00000115233	2	162164549	162268228	164	18	320911	-0.49935	0.69123	PSMD14
ENSG00000136535	2	162272605	162282381	10	4	319636	-0.48158	0.68495	TBR1
ENSG00000144290	2	162280843	162841792	1177	25	320453	-0.37346	0.6456	SLC4A10
ENSG00000197635	2	162848751	162931052	185	22	320774	-0.79741	0.78739	DPP4
ENSG00000115263	2	162999392	163008914	4	2	299578	-0.61381	0.73033	GCG
ENSG00000078098	2	163027194	163101661	49	20	314568	-0.1223	0.54867	FAP
ENSG00000115267	2	163123589	163175213	43	16	313136	0.79129	0.21439	IFIH1
ENSG00000115271	2	163175350	163228105	33	11	307798	-0.47134	0.6813	GCA
ENSG00000184611	2	163227917	163695240	744	58	316514	-0.58062	0.71925	KCNH7
ENSG00000182263	2	164449906	164592522	226	38	316580	-0.54687	0.70777	FIGN
ENSG00000115290	2	165349322	165478358	195	30	318648	0.222	0.41216	GRB14
ENSG00000082438	2	165510134	165700189	566	31	318546	0.2511	0.40087	COBLL1
ENSG00000169507	2	165752696	165812035	187	18	320532	1.9984	0.022836	SLC38A11
ENSG00000153253	2	165944032	166060577	205	24	319068	-0.26946	0.60621	SCN3A
ENSG00000136531	2	166095912	166248818	434	32	324567	-0.96439	0.83257	SCN2A
ENSG00000178662	2	166326157	166545917	474	36	320571	-0.355	0.63871	CSRNP3
ENSG00000115339	2	166604101	166651192	44	11	319664	-0.40259	0.65638	GALNT3
ENSG00000123607	2	166713985	166810353	228	22	320375	-1.4723	0.92954	TTC21B
ENSG00000144285	2	166845670	166984523	405	23	321996	-0.47858	0.68388	SCN1A
ENSG00000169432	2	167051695	167232503	623	42	318259	1.0202	0.15382	SCN9A
ENSG00000136546	2	167260083	167350757	244	24	321230	-0.17932	0.57116	SCN7A
ENSG00000163092	2	167744997	168116263	1026	33	319030	-0.001629	0.50065	XIRP2
ENSG00000172318	2	168675182	168730551	101	20	316460	-0.44074	0.6703	B3GALT1
ENSG00000198648	2	168810530	169104651	683	40	323535	-1.3053	0.90411	STK39
ENSG00000172292	2	169312372	169631644	695	82	317457	-0.32114	0.62595	CERS6
ENSG00000163072	2	169643049	169722024	203	25	319968	-0.0837	0.53335	NOSTRIN
ENSG00000152253	2	169690642	169769881	218	25	313892	1.6748	0.046991	SPC25
ENSG00000152254	2	169757750	169766505	13	4	320492	3.1708	0.00076005	G6PC2
ENSG00000073734	2	169779448	169887832	356	28	317673	2.2353	0.012698	ABCB11
ENSG00000073737	2	169921299	169952677	31	10	320176	-0.83628	0.7985	DHRS9
ENSG00000081479	2	169983619	170219195	706	76	318039	-0.90856	0.81821	LRP2
ENSG00000163093	2	170335688	170382432	139	20	317250	0.85667	0.19581	BBS5
ENSG00000251569	2	170335990	170382432	139	20	317250	0.85667	0.19581	RP11-724O16.1
ENSG00000239474	2	170366212	170382772	40	13	313838	1.0774	0.14064	KLHL41
ENSG00000138399	2	170386259	170430385	142	22	317178	1.4661	0.071316	FASTKD1
ENSG00000138398	2	170440850	170497916	247	18	320180	1.6978	0.044777	PPIG
ENSG00000154479	2	170501935	170550943	218	12	322179	0.44475	0.32825	CCDC173
ENSG00000144362	2	170550975	170558218	14	3	311330	0.4543	0.32481	PHOSPHO2
ENSG00000213160	2	170550998	170633499	414	28	318105	1.0499	0.14687	KLHL23
ENSG00000138385	2	170648443	170668574	64	15	319619	0.74309	0.22871	SSB
ENSG00000138382	2	170666591	170681441	48	9	322387	0.80599	0.21012	METTL5
ENSG00000144357	2	170683968	170940641	835	24	316274	0.8515	0.19725	UBR3
ENSG00000071909	2	171034655	171511681	1398	138	320640	1.0564	0.14538	MYO3B
ENSG00000222033	2	171568961	171571077	4	2	325882	-1.5213	0.93591	LINC01124
ENSG00000204335	2	171571861	171574588	5	2	325314	-0.086333	0.5344	SP5
ENSG00000204334	2	171640296	171655481	49	7	319761	-0.39558	0.65379	ERICH2
ENSG00000128683	2	171669723	171717661	119	15	316658	-1.1062	0.86569	GAD1
ENSG00000115806	2	171784974	171823639	58	11	316438	-0.3772	0.64699	GORASP2
ENSG00000198586	2	171847333	172087824	323	26	316395	0.17526	0.43044	TLK1
ENSG00000123600	2	172173919	172291312	226	27	318488	3.1539	0.0008056	METTL8
ENSG00000115827	2	172290727	172341562	166	10	323460	0.84518	0.19901	DCAF17
ENSG00000071967	2	172378757	172414643	122	17	321797	1.9934	0.023107	CYBRD1
ENSG00000077380	2	172543919	172604930	100	14	320764	0.11361	0.45477	DYNC1I2
ENSG00000268821	2	172560844	172567314	8	3	315786	0.0085102	0.4966	AC068039.1
ENSG00000115840	2	172640880	172864766	446	29	317314	0.0862	0.46565	SLC25A12
ENSG00000128708	2	172778958	172848599	123	23	317995	-0.35106	0.63723	HAT1
ENSG00000172878	2	172864490	172947158	190	27	313705	-0.92338	0.8221	METAP1D
ENSG00000144355	2	172949468	172954405	5	3	322979	-1.5016	0.9334	DLX1
ENSG00000115844	2	172964167	172967628	7	5	297855	0.23361	0.40764	DLX2
ENSG00000091409	2	173292082	173371181	256	21	321857	0.1438	0.44283	ITGA6
ENSG00000152256	2	173420101	173489823	216	15	322838	1.0703	0.14225	PDK1
ENSG00000091428	2	173600002	173917621	902	62	319979	2.8466	0.0022096	RAPGEF4
ENSG00000091436	2	173940163	174132738	493	38	319336	0.65913	0.25491	MLTK
ENSG00000144354	2	174219548	174233725	51	9	314503	-0.021048	0.5084	CDCA7
ENSG00000172845	2	174771187	174830430	204	23	321771	0.7497	0.22672	SP3
ENSG00000138430	2	174937175	175113426	470	18	323118	0.62752	0.26516	OLA1
ENSG00000217236	2	175199674	175203220	12	5	320943	-0.12356	0.54917	SP9
ENSG00000268241	2	175200601	175202151	1	1	331577	-1.3787	0.91601	AC018470.1
ENSG00000138433	2	175212750	175260443	73	13	324011	0.23779	0.40602	CIR1
ENSG00000144306	2	175260458	175294303	111	7	318867	0.69024	0.24502	SCRN3
ENSG00000163328	2	175296966	175351822	96	12	318359	0.053112	0.47882	GPR155
ENSG00000115935	2	175424300	175547644	197	28	322291	0.81708	0.20694	WIPF1
ENSG00000138435	2	175612320	175629200	23	8	319116	-1.2038	0.88567	CHRNA1
ENSG00000128656	2	175664091	175870097	229	22	318535	0.18841	0.42528	CHN1
ENSG00000115966	2	175936978	176033110	237	17	317813	0.97736	0.1642	ATF2
ENSG00000154518	2	176040986	176049335	29	5	322804	0.59385	0.27631	ATP5G3
ENSG00000144320	2	176788620	176867567	203	24	321660	-0.10676	0.54251	KIAA1715
ENSG00000174279	2	176942200	176948641	8	3	327492	0.26258	0.39644	EVX2
ENSG00000128714	2	176957619	176960666	2	1	331567	1.79	0.036725	HOXD13
ENSG00000170178	2	176964458	176966408	3	2	326208	-1.7952	0.96369	HOXD12
ENSG00000128713	2	176968944	176974722	11	4	308681	-1.0027	0.84201	HOXD11
ENSG00000128710	2	176973518	176984670	22	8	319390	-1.093	0.8628	HOXD10
ENSG00000128709	2	176987088	176989853	4	2	312791	1.0896	0.13794	HOXD9
ENSG00000175879	2	176994422	176997423	2	1	296584	0.43951	0.33015	HOXD8
ENSG00000128652	2	177001340	177037830	56	8	323280	0.35216	0.36236	HOXD3
ENSG00000170166	2	177015950	177017954	3	1	332210	0.15607	0.43799	HOXD4
ENSG00000128645	2	177053307	177055688	4	2	313474	-0.8612	0.80544	HOXD1
ENSG00000128654	2	177134123	177202753	144	16	321556	0.8062	0.21006	MTX2
ENSG00000170144	2	178077291	178088686	7	2	330313	-1.8031	0.96431	HNRNPA3
ENSG00000116044	2	178092323	178257425	313	23	319444	-0.94848	0.82856	NFE2L2
ENSG00000018510	2	178257372	178408564	297	11	322240	-1.1656	0.87811	AGPS
ENSG00000196659	2	178413726	178417742	4	2	305740	-0.31864	0.625	TTC30B
ENSG00000197557	2	178477720	178483694	33	6	325126	0.83327	0.20235	TTC30A
ENSG00000128655	2	178487980	178973066	1698	45	319601	-0.73095	0.7676	PDE11A
ENSG00000155636	2	178977151	179003738	58	13	324137	0.65933	0.25484	RBM45
ENSG00000079156	2	179059208	179264160	540	39	320642	-0.76794	0.77874	OSBPL6
ENSG00000180228	2	179296141	179316239	27	10	309254	-0.56673	0.71455	PRKRA
ENSG00000204311	2	179316163	179326117	9	4	317975	1.0236	0.15302	DFNB59
ENSG00000079150	2	179328391	179343327	12	8	318520	-0.07635	0.53043	FKBP7
ENSG00000116095	2	179345195	179381189	46	10	313830	0.69378	0.24391	PLEKHA3
ENSG00000155657	2	179390716	179695529	386	27	316351	0.51059	0.30482	TTN
ENSG00000163492	2	179694484	179914813	493	51	318759	-0.1326	0.55275	CCDC141
ENSG00000187231	2	179966419	180129517	384	28	316529	0.0037123	0.49852	SESTD1
ENSG00000144331	2	180306709	180726232	1619	99	323111	-0.15498	0.56158	ZNF385B
ENSG00000163510	2	180809603	180871840	180	15	319583	0.70682	0.23984	CWC22
ENSG00000170035	2	181831975	181941312	411	14	321530	2.8711	0.0020452	UBE2E3
ENSG00000115232	2	182321929	182400914	244	27	322574	-0.3195	0.62533	ITGA4
ENSG00000188452	2	182401403	182545392	282	23	320626	0.20272	0.41968	CERKL
ENSG00000162992	2	182537815	182545603	7	3	324414	0.69974	0.24204	NEUROD1
ENSG00000138434	2	182756560	182795465	46	11	315493	0.98663	0.16191	SSFA2
ENSG00000150722	2	182818968	182996125	406	39	318203	1.554	0.060098	PPP1R1C
ENSG00000115252	2	183004763	183387919	1249	50	320452	1.3906	0.082169	PDE1A
ENSG00000077232	2	183580999	183659191	130	9	316158	-0.495	0.6897	DNAJC10
ENSG00000162998	2	183698002	183731890	97	12	323260	-0.42948	0.66621	FRZB
ENSG00000061676	2	183773843	183903586	250	28	321578	0.32973	0.3708	NCKAP1
ENSG00000162999	2	183943287	183964733	48	13	318630	0.37776	0.3528	DUSP19
ENSG00000163002	2	183982241	184026408	291	19	321619	-0.29175	0.61476	NUP35
ENSG00000170396	2	185463093	185804219	638	28	322226	0.94669	0.1719	ZNF804A
ENSG00000188738	2	186603355	186698017	251	10	319196	0.27218	0.39274	FSIP2
ENSG00000065548	2	187350883	187374090	50	7	323579	0.9024	0.18342	ZC3H15
ENSG00000213953	2	187361840	187365393	10	3	329351	0.41242	0.34002	AC018867.1
ENSG00000138448	2	187454792	187545628	145	19	319094	-0.2491	0.59836	ITGAV
ENSG00000144369	2	187558698	187630685	138	18	317485	-1.0112	0.84404	FAM171B
ENSG00000163012	2	187692562	187713935	37	5	311725	0.16126	0.43594	ZSWIM2
ENSG00000064989	2	188207856	188313187	261	17	320889	4.2062	1.2983e-05	CALCRL
ENSG00000003436	2	188328957	188430487	270	27	316484	3.3611	0.0003882	TFPI
ENSG00000144366	2	189156396	189460653	610	35	319320	0.32382	0.37304	GULP1
ENSG00000174325	2	189598882	189654831	186	10	317892	0.50263	0.30761	DIRC1
ENSG00000168542	2	189839046	189877472	66	12	316537	-0.13255	0.55273	COL3A1
ENSG00000204262	2	189896622	190044605	324	12	321334	-0.51865	0.698	COL5A2
ENSG00000115368	2	190306159	190340291	174	5	320869	-0.92833	0.82338	WDR75
ENSG00000138449	2	190425305	190448484	41	8	323620	0.0053499	0.49787	SLC40A1
ENSG00000138381	2	190526111	190535557	11	3	321353	-1.2454	0.89352	ASNSD1
ENSG00000151687	2	190539016	190625919	143	19	317742	-0.94888	0.82866	ANKAR
ENSG00000128694	2	190611386	190627953	24	7	318195	-0.82851	0.79631	OSGEPL1
ENSG00000128699	2	190635049	190649097	22	5	326062	-0.84539	0.80105	ORMDL1
ENSG00000231145	2	190642909	190643157	2	1	330839	-0.76468	0.77777	AC013468.1
ENSG00000064933	2	190649107	190742355	156	20	316754	-0.44417	0.67154	PMS1
ENSG00000187699	2	190744335	191068210	596	60	317276	0.016757	0.49332	C2orf88
ENSG00000138379	2	190920423	190927455	3	2	323379	-0.38957	0.65157	MSTN
ENSG00000198130	2	191054461	191208919	468	12	321804	-1.5043	0.93374	HIBCH
ENSG00000151689	2	191208196	191236391	63	8	317396	-0.29934	0.61766	INPP1
ENSG00000151690	2	191273081	191373931	267	17	320375	0.092217	0.46326	MFSD6
ENSG00000189362	2	191369068	191399448	72	11	324275	-0.38447	0.64969	TMEM194B
ENSG00000138386	2	191511472	191557492	88	13	324930	-0.048008	0.51914	NAB1
ENSG00000115419	2	191745553	191830278	90	17	319610	-0.98273	0.83713	GLS
ENSG00000115415	2	191829084	191885686	134	23	320022	-0.76315	0.77731	STAT1
ENSG00000138378	2	191894302	192016322	222	27	321085	-1.0703	0.85776	STAT4
ENSG00000128641	2	192109911	192290115	299	15	320949	-0.3724	0.6452	MYO1B
ENSG00000173559	2	192542794	192561385	23	9	311997	-0.7826	0.78307	NABP1
ENSG00000168497	2	192699028	192711981	22	8	322019	-0.31226	0.62258	SDPR
ENSG00000144339	2	192813769	193060435	471	56	315364	0.69243	0.24434	TMEFF2
ENSG00000196950	2	196440701	196602426	318	30	316656	-0.39452	0.6534	SLC39A10
ENSG00000118997	2	196602427	196933536	567	29	319175	0.21619	0.41442	DNAH7
ENSG00000081320	2	196998290	197041227	130	10	320949	0.073009	0.4709	STK17B
ENSG00000138411	2	197059094	197458416	829	61	320596	-0.11157	0.54442	HECW2
ENSG00000144395	2	197504278	197628214	241	20	320083	0.49751	0.30941	CCDC150
